0.47,0.29,0.88,0.45,0.43,0.78,0.37,0.43,0.73,0.28,0.49,0.75,0.30,0.35,0.70,0.53,0.43,0.74,0.56,0.57,0.80,0.57,0.70,0.70,0.40,0.73,0.50,0.39,0.94,0.56,0.00,0.00,0.00,0.50,0.75,0.54,0.48,0.95,0.41,0.00,0.00,0.00,0.45,0.28,0.87,0.48,0.28,0.78,0.42,0.30,0.82,0.50,0.30,0.53
0.47,0.29,0.86,0.45,0.43,0.79,0.37,0.43,0.71,0.28,0.49,0.76,0.31,0.36,0.78,0.53,0.43,0.74,0.56,0.57,0.80,0.57,0.70,0.72,0.39,0.72,0.45,0.40,0.95,0.51,0.00,0.00,0.00,0.50,0.75,0.51,0.48,0.95,0.45,0.00,0.00,0.00,0.45,0.28,0.89,0.48,0.28,0.76,0.42,0.30,0.82,0.50,0.30,0.47
0.47,0.29,0.84,0.45,0.43,0.78,0.37,0.43,0.68,0.28,0.48,0.79,0.30,0.36,0.69,0.53,0.43,0.74,0.56,0.57,0.80,0.57,0.70,0.73,0.40,0.73,0.46,0.40,0.96,0.22,0.00,0.00,0.00,0.50,0.75,0.50,0.48,0.95,0.35,0.00,0.00,0.00,0.45,0.28,0.86,0.48,0.28,0.75,0.42,0.30,0.79,0.50,0.30,0.49
0.46,0.30,0.83,0.45,0.43,0.78,0.37,0.43,0.72,0.28,0.48,0.76,0.30,0.34,0.66,0.53,0.43,0.72,0.56,0.57,0.78,0.57,0.70,0.71,0.39,0.73,0.46,0.40,0.95,0.36,0.00,0.00,0.00,0.50,0.76,0.51,0.48,0.95,0.34,0.00,0.00,0.00,0.45,0.28,0.85,0.48,0.28,0.76,0.42,0.30,0.78,0.50,0.30,0.54
0.46,0.30,0.79,0.45,0.43,0.78,0.37,0.43,0.65,0.28,0.48,0.69,0.29,0.34,0.67,0.53,0.43,0.76,0.56,0.57,0.80,0.57,0.70,0.71,0.40,0.72,0.44,0.40,0.97,0.16,0.00,0.00,0.00,0.50,0.74,0.52,0.48,0.94,0.43,0.00,0.00,0.00,0.44,0.28,0.82,0.48,0.28,0.75,0.42,0.30,0.80,0.50,0.30,0.58
0.46,0.30,0.80,0.45,0.43,0.79,0.37,0.43,0.68,0.27,0.47,0.72,0.27,0.34,0.66,0.53,0.43,0.76,0.56,0.57,0.81,0.57,0.70,0.72,0.40,0.71,0.43,0.40,0.95,0.21,0.00,0.00,0.00,0.50,0.75,0.51,0.48,0.95,0.34,0.00,0.00,0.00,0.45,0.28,0.84,0.48,0.28,0.76,0.42,0.30,0.79,0.50,0.30,0.57
0.46,0.30,0.82,0.45,0.43,0.78,0.37,0.42,0.70,0.27,0.46,0.70,0.25,0.33,0.63,0.53,0.43,0.74,0.56,0.57,0.81,0.57,0.70,0.69,0.39,0.74,0.49,0.39,0.94,0.48,0.00,0.00,0.00,0.50,0.76,0.49,0.48,0.94,0.46,0.00,0.00,0.00,0.45,0.28,0.82,0.48,0.28,0.77,0.42,0.30,0.82,0.50,0.30,0.60
0.46,0.30,0.81,0.45,0.43,0.78,0.37,0.43,0.67,0.27,0.45,0.66,0.24,0.33,0.66,0.53,0.43,0.75,0.56,0.57,0.80,0.57,0.70,0.69,0.40,0.73,0.45,0.40,0.95,0.38,0.00,0.00,0.00,0.50,0.76,0.52,0.48,0.95,0.41,0.00,0.00,0.00,0.45,0.28,0.82,0.48,0.28,0.74,0.42,0.30,0.79,0.50,0.30,0.59
0.46,0.30,0.81,0.45,0.43,0.76,0.37,0.42,0.68,0.27,0.45,0.71,0.23,0.32,0.73,0.53,0.43,0.74,0.56,0.58,0.83,0.56,0.71,0.71,0.40,0.73,0.48,0.39,0.94,0.51,0.00,0.00,0.00,0.50,0.76,0.52,0.48,0.95,0.38,0.00,0.00,0.00,0.45,0.28,0.82,0.48,0.28,0.76,0.42,0.30,0.81,0.50,0.30,0.65
0.47,0.30,0.85,0.45,0.43,0.76,0.37,0.42,0.65,0.27,0.44,0.72,0.22,0.32,0.74,0.53,0.43,0.74,0.56,0.57,0.81,0.56,0.70,0.70,0.39,0.73,0.46,0.40,0.95,0.38,0.00,0.00,0.00,0.50,0.76,0.52,0.48,0.95,0.36,0.00,0.00,0.00,0.45,0.28,0.87,0.48,0.28,0.73,0.42,0.30,0.81,0.50,0.30,0.57
