0.49,0.30,0.89,0.48,0.40,0.66,0.42,0.41,0.42,0.37,0.53,0.69,0.42,0.39,0.46,0.55,0.40,0.83,0.55,0.50,0.73,0.44,0.38,0.45,0.41,0.75,0.55,0.41,0.94,0.50,0.00,0.00,0.00,0.52,0.76,0.51,0.51,0.96,0.31,0.00,0.00,0.00,0.47,0.28,0.85,0.50,0.28,0.82,0.44,0.29,0.62,0.52,0.30,0.85
0.49,0.30,0.90,0.48,0.40,0.61,0.42,0.41,0.49,0.37,0.53,0.68,0.42,0.41,0.40,0.55,0.40,0.83,0.54,0.50,0.75,0.44,0.39,0.53,0.41,0.75,0.54,0.42,0.94,0.58,0.00,0.00,0.00,0.52,0.76,0.51,0.51,0.95,0.31,0.00,0.00,0.00,0.47,0.28,0.86,0.50,0.28,0.80,0.44,0.30,0.63,0.52,0.30,0.84
0.49,0.29,0.91,0.48,0.40,0.61,0.42,0.41,0.51,0.37,0.53,0.67,0.42,0.41,0.47,0.55,0.40,0.82,0.55,0.51,0.75,0.44,0.39,0.49,0.41,0.75,0.52,0.41,0.94,0.23,0.00,0.00,0.00,0.52,0.75,0.45,0.51,0.96,0.22,0.00,0.00,0.00,0.47,0.28,0.82,0.50,0.28,0.80,0.44,0.30,0.66,0.52,0.30,0.85
0.49,0.30,0.87,0.48,0.40,0.59,0.41,0.41,0.47,0.37,0.53,0.67,0.42,0.40,0.51,0.55,0.40,0.82,0.55,0.51,0.73,0.44,0.39,0.43,0.41,0.75,0.57,0.41,0.94,0.46,0.00,0.00,0.00,0.52,0.76,0.54,0.51,0.95,0.29,0.00,0.00,0.00,0.47,0.28,0.81,0.50,0.28,0.81,0.44,0.31,0.67,0.52,0.30,0.82
0.49,0.30,0.91,0.48,0.40,0.59,0.42,0.41,0.46,0.37,0.53,0.68,0.41,0.40,0.63,0.55,0.40,0.82,0.55,0.50,0.71,0.44,0.39,0.46,0.41,0.75,0.51,0.41,0.94,0.40,0.00,0.00,0.00,0.52,0.76,0.49,0.51,0.96,0.27,0.00,0.00,0.00,0.47,0.28,0.84,0.50,0.28,0.80,0.44,0.30,0.66,0.52,0.30,0.78
0.48,0.30,0.90,0.48,0.40,0.61,0.42,0.42,0.49,0.36,0.53,0.72,0.41,0.40,0.72,0.55,0.40,0.85,0.56,0.51,0.70,0.45,0.39,0.49,0.42,0.75,0.55,0.42,0.93,0.51,0.00,0.00,0.00,0.52,0.76,0.49,0.51,0.96,0.20,0.00,0.00,0.00,0.47,0.28,0.84,0.50,0.28,0.80,0.44,0.30,0.72,0.52,0.30,0.82
0.48,0.30,0.88,0.48,0.41,0.60,0.42,0.42,0.52,0.36,0.53,0.73,0.41,0.40,0.70,0.55,0.40,0.85,0.56,0.51,0.68,0.45,0.39,0.52,0.41,0.75,0.52,0.42,0.94,0.37,0.00,0.00,0.00,0.52,0.75,0.51,0.51,0.96,0.28,0.00,0.00,0.00,0.47,0.28,0.83,0.50,0.28,0.78,0.44,0.30,0.69,0.52,0.30,0.83
0.49,0.30,0.91,0.48,0.41,0.62,0.42,0.42,0.48,0.36,0.53,0.70,0.41,0.40,0.74,0.55,0.40,0.87,0.56,0.51,0.70,0.46,0.39,0.53,0.41,0.75,0.50,0.42,0.95,0.13,0.00,0.00,0.00,0.52,0.75,0.47,0.51,0.96,0.29,0.00,0.00,0.00,0.47,0.28,0.82,0.50,0.28,0.80,0.44,0.30,0.61,0.52,0.30,0.82
0.48,0.30,0.87,0.48,0.41,0.61,0.42,0.42,0.45,0.37,0.53,0.68,0.41,0.40,0.73,0.55,0.40,0.85,0.56,0.51,0.69,0.46,0.39,0.56,0.42,0.76,0.52,0.41,0.95,0.20,0.00,0.00,0.00,0.52,0.76,0.48,0.51,0.96,0.27,0.00,0.00,0.00,0.47,0.28,0.82,0.50,0.28,0.77,0.44,0.29,0.72,0.52,0.30,0.76
0.48,0.30,0.86,0.48,0.40,0.59,0.42,0.41,0.49,0.37,0.53,0.69,0.42,0.40,0.55,0.55,0.40,0.85,0.55,0.51,0.70,0.45,0.39,0.48,0.41,0.75,0.53,0.42,0.96,0.17,0.00,0.00,0.00,0.52,0.76,0.53,0.51,0.96,0.29,0.00,0.00,0.00,0.47,0.28,0.81,0.50,0.28,0.78,0.44,0.29,0.67,0.52,0.30,0.80
